"EntityName"	"DepartmentSubdivision"	"count"	"medianOT"	"medianTotalPay"
"All Counties"	"Air Pollution Control"	2	84.895	80150.28
"All Counties"	"Ambulance"	4	0	28212.37
"All Counties"	"Animal Control"	14	7.8	29198.36
"All Counties"	"Archives"	1	0	72020.24
"All Counties"	"Assessor - Recorder"	15	0	46597.7
"All Counties"	"Auditor - Controller"	16	0	42365.73
"All Counties"	"Behavioral Health"	80	0	32651.33
"All Counties"	"Board of Supervisors"	8	0	41275.935
"All Counties"	"Boat Patrol"	3	5122.67	66980.44
"All Counties"	"Columbia Airport"	5	0	40064.79
"All Counties"	"Community Resources Agency"	26	0	59822.075
"All Counties"	"County Counsel"	5	0	111113.25
"All Counties"	"Court Security"	6	927.37	66918.355
"All Counties"	"DA Victim Witness"	3	0	40544.02
"All Counties"	"DAVW Statutory Rape Prosecute"	1	0	63107.71
"All Counties"	"District Attorney"	17	0	51328.82
"All Counties"	"Elections"	1	0	27527.39
"All Counties"	"Facilities Management"	22	48.505	34177.68
"All Counties"	"Fire"	23	0	1670.67
"All Counties"	"Fleet Services"	8	670.99	46286.935
"All Counties"	"Health"	36	0	22155.97
"All Counties"	"Health- Van"	3	0	7134.7
"All Counties"	"Human Resources - Risk Mgmt."	5	0	57258.8
"All Counties"	"Information  Technology"	15	44.59	66714.72
"All Counties"	"Jail"	47	4853.79	60470.88
"All Counties"	"Library"	22	0	12081.14
"All Counties"	"Probation"	55	0	39198.26
"All Counties"	"Public Defender"	8	0	60126.035
"All Counties"	"Public Power Agency"	1	0	28583.84
"All Counties"	"Public Works - Road Fund"	31	951.93	43834.13
"All Counties"	"Public Works Administration"	12	0	59556.055
"All Counties"	"Public Works Spec Dist Admin"	1	0	44964.43
"All Counties"	"Purchasing"	2	0	37874.24
"All Counties"	"Radio/Communications"	1	2018.58	43525.14
"All Counties"	"Recreation"	69	0	1919.34
"All Counties"	"Revenue Recovery"	8	0	32330.14
"All Counties"	"Sheriff - Communications"	14	6594.18	62032.385
"All Counties"	"Sheriff - Coroner"	74	4647.38	73533.98
"All Counties"	"Social Services"	145	0	35525.45
"All Counties"	"Solid Waste"	3	0	53597.71
"All Counties"	"Standard Park"	15	0	3051.94
"All Counties"	"Tobacco Control Program"	2	0	42502.995
"All Counties"	"Treasurer - Tax Collector"	6	12.2	38702.75
"All Counties"	"Tuolumne Narcotics Team"	3	14048.36	92989.35
"All Counties"	"Veterans Services"	4	0	18695.615
"All Counties"	"Women Infants & Children(WIC)"	14	0	8444.54
"All Counties"	"Youth Centers"	10	0	5338.285
"All Counties"	"Agricultural Commissioner"	71	5	27333
"All Counties"	"Animal Services"	72	1009	34881
"All Counties"	"Area Agency on Aging"	28	0	42837.5
"All Counties"	"Assessor"	135	0	52092
"All Counties"	"Auditor-Controller"	76	0	51754
"All Counties"	"Board of Supervisors"	29	0	73321
"All Counties"	"County Clerk-Recorder"	68	150	42681.5
"All Counties"	"County Counsel"	38	0	107204
"All Counties"	"County Executive Office"	109	0	71109
"All Counties"	"Department of Airports"	32	184.5	45062
"All Counties"	"District Attorney"	278	0	72345.5
"All Counties"	"Farm Advisor"	3	0	43399
"All Counties"	"General Services Agency"	295	11	42398
"All Counties"	"Harbor Administration"	78	0	7666.5
"All Counties"	"Health Care Agency"	2979	73	45614
"All Counties"	"Human Services Agency"	1269	34	45738
"All Counties"	"Information Technology Services"	183	0	83146
"All Counties"	"Local Agency Formation Comm"	3	0	118179
"All Counties"	"Probation Agency"	479	63	63273
"All Counties"	"Public Defender"	107	0	92924
"All Counties"	"Public Works Agency"	428	0	53669.5
"All Counties"	"Resource Management Agency"	183	0	70686
"All Counties"	"Sheriff's Department"	1354	6298.5	85534
"All Counties"	"Treasurer - Tax Collector"	38	0	41307.5
"All Counties"	"VC Dept. Child Support Services"	227	0	50780
"All Counties"	"VC Employees' Retirement Associate"	25	0	64187
"All Counties"	"VC Fire Protection District"	592	30992	115042.5
"All Counties"	"Ventura County Library"	154	0	11957.5
"All Counties"	"Agriculture"	18	0	67543
"All Counties"	"Animal Services"	21	1860	42198
"All Counties"	"Assessor"	25	0	58410
"All Counties"	"Auditor-Controller"	26	0	51529.5
"All Counties"	"Board of Supervisors"	18	0	73665.5
"All Counties"	"Child Support Services"	61	0	47574
"All Counties"	"Children & Families Commission"	5	0	87373
"All Counties"	"Co Facilities - Buildings"	13	1295	64997
"All Counties"	"Community Dev Block Grants"	1	0	99994
"All Counties"	"Community Development-Planning"	8	0	83258
"All Counties"	"Cooperative Extension Service"	3	0	47961
"All Counties"	"Coroner"	12	0	4980.5
"All Counties"	"County Administrator"	21	0	74545
"All Counties"	"County Clerk-Administration"	6	0	90926
"All Counties"	"County Clerk-Recorder"	11	19	45189
"All Counties"	"County Clerk - Elections"	22	0	3871
"All Counties"	"County Counsel"	11	0	95473
"All Counties"	"DA-Consumer & Env Protection"	3	0	72820
"All Counties"	"District Attorney"	86	0	44519.5
"All Counties"	"District Attorney-Child Abduct"	4	350	107938
"All Counties"	"District Attorney-Crim Grants"	12	0	105103
"All Counties"	"District Attorney-Grants"	4	0	63191.5
"All Counties"	"District Attorney-MDIC"	3	0	33658
"All Counties"	"District Attorney-Spec Invest"	1	259	59916
"All Counties"	"District Attorney-Victim Wit"	5	0	47263
"All Counties"	"Fleet Services"	2	0	78770.5
"All Counties"	"Graphics"	3	0	614
"All Counties"	"Human Resources"	13	0	70736
"All Counties"	"Information Technology"	27	0	87932
"All Counties"	"Law Library"	4	0	12021.5
"All Counties"	"Library"	130	0	8774
"All Counties"	"Library-Archives"	3	0	15915
"All Counties"	"Library-YoloLink"	1	0	40753
"All Counties"	"Local Agency Formation Comm"	3	0	63401
"All Counties"	"Mental Health Services"	87	0	51239
"All Counties"	"Office of Emergency Services"	1	0	81357
"All Counties"	"Parks - Cache Creek"	1	0	43418
"All Counties"	"Parks & Resources"	9	0	48763
"All Counties"	"Planning and Public Works"	51	0	51720
"All Counties"	"Probation-Administration"	14	0	44726
"All Counties"	"Probation-Care of Court Wards"	1	280	63737
"All Counties"	"Probation-COPS Juv. Justice"	6	75.5	62710.5
"All Counties"	"Probation-Detention"	71	947	58031
"All Counties"	"Probation-Service Unit"	13	0	57439
"All Counties"	"Probation - AB109"	26	0	61370.5
"All Counties"	"Probation - Comm Corrections"	12	0	61566
"All Counties"	"Probation - Youth Offender"	5	297	65535
"All Counties"	"Public Defender"	33	0	112927
"All Counties"	"Public Guardian/Administrator"	6	0	52463.5
"All Counties"	"Public Health"	58	0	39600
"All Counties"	"Public Health-Child Disability"	14	0	70298
"All Counties"	"Public Health-Environmental"	26	0	73967
"All Counties"	"Public Works-Integrated Waste"	27	15	53496
"All Counties"	"Purchasing"	3	0	56816
"All Counties"	"Risk Management"	1	0	21283
"All Counties"	"Sheriff-AB109"	28	3855.5	58877.5
"All Counties"	"Sheriff-Bailiffs"	26	423	75573
"All Counties"	"Sheriff-Boat Patrol"	2	9114	102229.5
"All Counties"	"Sheriff-Civil"	6	413.5	56950
"All Counties"	"Sheriff-Coroner"	17	0	56039
"All Counties"	"Sheriff-Detention"	126	3865	66293.5
"All Counties"	"Sheriff-Patrol"	40	4026	81822
"All Counties"	"Sheriff-Training"	1	0	87976
"All Counties"	"Social Services"	347	624	52166
"All Counties"	"Telecommunications"	3	439	69316
"All Counties"	"Veterans Service Office"	2	0	68843.5
"Alameda"	"AC Central Collections"	36	0	59558
"Alameda"	"ACERA"	89	0	74838
"Alameda"	"Adult and Aging Services"	512	0	56461
"Alameda"	"Agency Administration"	343	0	57387
"Alameda"	"Agency Director & Asst Director"	2	0	145179
"Alameda"	"Aging"	11	0	83895
"Alameda"	"Art Commission"	4	0	64651.5
"Alameda"	"Assessor"	173	0	57845
"Alameda"	"Auditor-Controller Office"	97	0	67619
"Alameda"	"Auditor-Controller Recorder"	74	0	57515.5
"Alameda"	"BHCS Grants"	3	0	84689
"Alameda"	"Board wide"	2	0	65152
"Alameda"	"Building Maintenance"	148	353.5	72099
"Alameda"	"CAL ID -Alameda Co"	10	6319	58787.5
"Alameda"	"CDA-Agency Admin & Finance"	21	0	77495
"Alameda"	"CDA-Agriculture Commissioner"	7	0	56892
"Alameda"	"CDA-Construction Department"	4	0	131103
"Alameda"	"CDA-Lead"	10	0	65114
"Alameda"	"CDA-Sealer of Weight & Msres"	8	0	66569.5
"Alameda"	"CDA Agri Weights Grts"	36	0	45949.5
"Alameda"	"CDA Housing and Community Dev"	11	0	78758
"Alameda"	"CDA Housing Grants"	5	0	78330
"Alameda"	"CDA LPPP Grants"	4	0	96551
"Alameda"	"Child Support Services"	230	0	57009
"Alameda"	"Children and Family Services"	554	0	74923
"Alameda"	"CO Admstr-Clerk Of The Board"	25	0	5400
"Alameda"	"Co Wide-Animal Control"	13	1335	48951
"Alameda"	"Co Wide-Civil"	25	2415	59037
"Alameda"	"Co Wide-Coroner-Pub Admstr"	32	6848.5	107177
"Alameda"	"Co Wide-Crime Lab"	32	130	90447.5
"Alameda"	"Co Wide-OES"	14	494.5	109943.5
"Alameda"	"Communications"	1	5738	47614
"Alameda"	"Coop Extension"	1	0	12995
"Alameda"	"County Administrator's Office"	23	0	86356
"Alameda"	"County Administrator-EDAB"	8	0	76037.5
"Alameda"	"County Counsel"	55	0	138381
"Alameda"	"County Library"	293	0	24615
"Alameda"	"Court Services"	129	4520	102657
"Alameda"	"Det & Corr-Glenn E Dyer Fac"	148	9751	78353.5
"Alameda"	"Det & Corr-Jail Support"	57	11305	114092
"Alameda"	"Det & Corr-Sta Rita Jail"	497	9656	85373
"Alameda"	"Development Services"	41	0	86831
"Alameda"	"District Attorney"	385	0	82294
"Alameda"	"Employee Benefits Center"	16	0	74361
"Alameda"	"Engineering and Construction"	80	0	84782.5
"Alameda"	"Environmental Hlth Svcs"	94	0	81410.5
"Alameda"	"Environmental Hth Proj Grants"	6	1057.5	86569.5
"Alameda"	"Family Justice Center"	7	0	45196
"Alameda"	"Fire District - ALACO"	1	0	42010
"Alameda"	"Flood Control Zone 7"	113	0	102389
"Alameda"	"Grand Jury"	2	0	115740
"Alameda"	"GSA-Parking Facilities"	4	67	39547.5
"Alameda"	"GSA-Property & Salvage"	14	0	37879.5
"Alameda"	"GSA-Purchasing"	43	0	61418
"Alameda"	"GSA-Veterans' Memorial Bldg"	4	0	1560
"Alameda"	"GSA Admin/Ops Support"	27	0	76693
"Alameda"	"HCSA-Behavioral Care"	543	0	73573
"Alameda"	"HCSA Administration"	27	0	64496
"Alameda"	"HCSA Human Resources"	15	0	66254
"Alameda"	"Health Prot CSA EM-1983-1"	31	0	78545
"Alameda"	"Health Prot CSA VC-1984-1"	27	795	67859
"Alameda"	"Health Protection CSA L-1991-1"	11	0	78280
"Alameda"	"HRS-Conference Center"	9	0	71331
"Alameda"	"Human Resource Services"	66	0	54168.5
"Alameda"	"Information Technology"	185	0	94463
"Alameda"	"Injury Prevention"	5	0	50282
"Alameda"	"Janitorial Services"	122	1618.5	42409.5
"Alameda"	"Juv Field-Juvenile Svcs"	114	0	80234
"Alameda"	"Juv Field -TANF"	1	0	61205
"Alameda"	"Juv Inst-Administration"	17	5008	44890
"Alameda"	"Juv Inst-Camp Sweeney"	28	4403	81185
"Alameda"	"Juv Inst-Juvenile Hall"	207	12016	75503
"Alameda"	"Labor Relations"	10	0	55888.5
"Alameda"	"Law Enf-Consolidated Dispatch"	32	10420	83822.5
"Alameda"	"Law Enf-Dublin Services"	55	20632	127555
"Alameda"	"Law Enf-ETS"	205	20496	120679
"Alameda"	"Maintenance and Operations"	138	194.5	67620
"Alameda"	"Management Services"	58	0	41767.5
"Alameda"	"Medical Services Program Admin"	61	0	61333
"Alameda"	"Motor Pool"	21	0	58193
"Alameda"	"Planning Comm-Adm"	39	0	68189
"Alameda"	"Port of Oakland"	79	13762	80734
"Alameda"	"Probation-Administration"	63	0	64702
"Alameda"	"Probation-Adult"	147	0	85884
"Alameda"	"Probt Grants"	31	0	86371
"Alameda"	"Pub Hlth-Communicable Disease"	61	0	57908
"Alameda"	"Pub Hlth-HIV-AIDS Services"	14	0	75973.5
"Alameda"	"Public Defender"	168	0	112541.5
"Alameda"	"Public Health-Famil Health Svs"	209	0	57407
"Alameda"	"Public Health-Field Services"	56	0	82695.5
"Alameda"	"Public Health Administration"	78	0	75587.5
"Alameda"	"Public Health Grants"	1	0	25982
"Alameda"	"Public Health Project Grants"	125	0	51610
"Alameda"	"Public Hlth-Community Hlth Svs"	46	0	61222
"Alameda"	"RDA Successor Agency"	7	0	79910
"Alameda"	"Registrar of Voters"	31	0	50738
"Alameda"	"Risk Management"	12	0	91764.5
"Alameda"	"RTC"	85	0	32069
"Alameda"	"Sheriff's-Administration"	104	0	64485.5
"Alameda"	"Sheriff's-CIB"	11	10137	68149
"Alameda"	"Sheriff's -Contracts"	78	15623.5	117079.5
"Alameda"	"Step Up Program"	3	0	37211
"Alameda"	"Superior Court Judges"	77	0	10248
"Alameda"	"Supervisorial District No. 1"	8	0	75916.5
"Alameda"	"Supervisorial District No. 2"	7	0	63571
"Alameda"	"Supervisorial District No. 3"	7	0	69827
"Alameda"	"Supervisorial District No. 4"	9	0	73614
"Alameda"	"Supervisorial District No. 5"	7	0	90065
"Alameda"	"Surplus Property Authority"	1	0	164394
"Alameda"	"TAP Program"	557	0	16992
"Alameda"	"Technical Service Division"	28	0	91299.5
"Alameda"	"Treasurer Tax-Collector"	59	0	57234
"Alameda"	"Unemployment Insurance"	1	0	79202
"Alameda"	"Warrants Rec and Crime Analys"	17	4520	59935
"Alameda"	"Weapons Screening"	48	0	37598
"Alameda"	"Welfare Fraud Investigation"	13	0	81436
"Alameda"	"Welfare to Work"	539	0	48609
"Alameda"	"Workforce and Resource Dev"	255	0	55452
"Alameda"	"Workforce Invest Board Grant"	20	0	67326.5
"Alpine"	"Assessor"	3	0	54991
"Alpine"	"Auditor"	4	0	68545
"Alpine"	"Behavioral Health"	9	0	43284
"Alpine"	"Board of Supervisors"	9	0	23642
"Alpine"	"Community Development"	23	0	38178
"Alpine"	"County Clerk"	2	0	66766
"Alpine"	"County Counsel"	1	0	36943
"Alpine"	"District Attorney"	3	0	43950
"Alpine"	"Eastern Alpine Fire Dept"	1	0	84539
"Alpine"	"Health & Human Services"	16	0	47457
"Alpine"	"Human Resources"	1	0	60043
"Alpine"	"Library"	5	0	20275
"Alpine"	"Museum"	2	0	11088
"Alpine"	"Planning Commission"	4	0	960
"Alpine"	"Probation"	1	0	38888
"Alpine"	"Recorder"	1	0	44206
"Alpine"	"School Board"	5	0	2016
"Alpine"	"Sheriff/Coroner"	17	9183	78389
"Alpine"	"Treasurer/Tax Collector/Recorder"	1	0	51383
"Amador"	"Administrative Officer"	4	0	60459
"Amador"	"Ag Commissioner-Sealer"	5	0	65379
"Amador"	"Airport"	1	0	77570
"Amador"	"Amador Air District"	2	0	56030.5
"Amador"	"Amador Fire Protection"	1	0	48704
"Amador"	"Animal Control"	8	855.5	43546.5
"Amador"	"Assessor"	12	0	58829.5
"Amador"	"Auditor Controller"	8	0	48585
"Amador"	"Board of Supervisors"	7	0	67832
"Amador"	"Building Department"	5	0	52293
"Amador"	"Code Enforcement"	3	0	70729
"Amador"	"Coroner"	1	8088	105251
"Amador"	"County Counsel"	5	0	84425
"Amador"	"County Library"	9	0	39348
"Amador"	"District Attorney"	25	0	81065
"Amador"	"Drug/Alcohol"	3	0	62752
"Amador"	"Elections"	4	0	14786.5
"Amador"	"Emergency Services"	1	9236	107233
"Amador"	"Environmental Health"	8	0	65695
"Amador"	"Facilities Maintenance"	12	0	33139.5
"Amador"	"General Services Administration Motor Pool"	5	0	58099
"Amador"	"General Services Administration Support Services"	6	0	43159.5
"Amador"	"Health Department"	15	0	53609
"Amador"	"Information Technology"	7	0	67343
"Amador"	"Jail"	30	3181	62276
"Amador"	"Local Community Correction"	4	767	62919.5
"Amador"	"Mental Health"	27	0	44860
"Amador"	"Narcotics Task Force"	1	0	26565
"Amador"	"Personnel"	4	0	46927
"Amador"	"Planning Department"	3	0	67631
"Amador"	"Probation"	16	400.5	71763
"Amador"	"Public Conservator"	2	351.5	63420
"Amador"	"Public Works"	33	182	53112
"Amador"	"Recorder"	5	0	48189
"Amador"	"Records Management"	1	0	50807
"Amador"	"Sheriff"	49	3487	78682
"Amador"	"Sheriff (Court Bailiffs)"	11	0	23410
"Amador"	"Sheriff Dispatching"	11	683	55057
"Amador"	"Social Services"	49	30	40136
"Amador"	"Surveying & Engineering"	3	0	81950
"Amador"	"Treasurer-Tax Collector"	5	0	43846
"Amador"	"Veterans Service Officer"	2	0	30253.5
"Amador"	"Victim/Witness Program"	1	0	74139
"Amador"	"Waste Management"	1	0	86754
"Amador"	"Workmen's Compensation"	1	0	85114
"Butte"	"Administration"	34	0	49909
"Butte"	"Agriculture"	33	0	27342
"Butte"	"Assessor"	53	0	37429
"Butte"	"Auditor/Controller"	33	0	25672
"Butte"	"Behavioral Health"	594	0	30395.5
"Butte"	"Board of Supervisors"	14	0	39845
"Butte"	"Child Support Services"	136	0	31111
"Butte"	"Clerk-Recorder"	25	49	39876
"Butte"	"County Counsel"	11	0	52196
"Butte"	"Development Services"	37	0	42938
"Butte"	"District Attorney"	128	0	41881
"Butte"	"Employment and Social Services"	875	0	32558
"Butte"	"Farm and Home Advisor"	7	0	16459
"Butte"	"General Services"	71	0	36091
"Butte"	"Human Resources"	31	0	31735
"Butte"	"Information Systems"	30	0	67747.5
"Butte"	"Library"	134	0	10464
"Butte"	"Probation"	216	56.5	38881.5
"Butte"	"Public Health"	187	0	37900
"Butte"	"Public Works"	153	32	42928
"Butte"	"Sheriff-Coroner"	343	3188	54951
"Butte"	"Treasurer-Tax Collector"	44	0	18610
"Butte"	"Water Services"	12	0	47263
"Calaveras"	"Administration"	7	0	61012
"Calaveras"	"Agriculture"	4	0	50909.5
"Calaveras"	"Air Pollution"	1	0	43280
"Calaveras"	"Airport"	2	0	34183.5
"Calaveras"	"Animal Control"	12	0	15086
"Calaveras"	"Assessor"	15	0	45474
"Calaveras"	"Auditor/Controller"	11	0	48966
"Calaveras"	"Behavioral Health Services"	47	0	34585
"Calaveras"	"Board Of Supervisors"	7	0	49442
"Calaveras"	"Building"	8	0	49511.5
"Calaveras"	"Building And Grounds"	9	0	31489
"Calaveras"	"Calmet"	3	7623	71385
"Calaveras"	"Calworks & Human Services"	75	111	43706
"Calaveras"	"Clerk"	3	0	33944
"Calaveras"	"Cneu"	4	13180.5	78878
"Calaveras"	"Code Compliance"	2	0	60016.5
"Calaveras"	"Coroner"	1	0	62471
"Calaveras"	"County Counsel"	8	0	67902.5
"Calaveras"	"Dispatch"	17	3142	50059
"Calaveras"	"District Attorney"	14	0	62090.5
"Calaveras"	"Elections"	3	90	25960
"Calaveras"	"Environmental Managt Agency"	9	0	53503
"Calaveras"	"Equipment Service Center"	7	1247	39595
"Calaveras"	"Gis"	2	0	67925.5
"Calaveras"	"Human Resources"	7	0	48081
"Calaveras"	"Integrated Waste Management"	17	191	43429
"Calaveras"	"Jail"	31	2400	49324
"Calaveras"	"Library"	12	0	11911.5
"Calaveras"	"Literacy Program"	1	0	36987
"Calaveras"	"Marine Safety"	2	15362.5	88214
"Calaveras"	"Museum"	1	0	19982
"Calaveras"	"Oes"	2	5611	63680.5
"Calaveras"	"Onsite Wastewater"	2	0	57146
"Calaveras"	"Planning"	12	0	44417
"Calaveras"	"Probation"	27	0	31412
"Calaveras"	"Public Access Tv"	6	0	7159.5
"Calaveras"	"Public Authority Ihss"	2	0	59453
"Calaveras"	"Public Health"	22	0	37812.5
"Calaveras"	"Public Works Administration"	7	0	58080
"Calaveras"	"Recorder"	4	0	40434
"Calaveras"	"Roads & Bridges"	77	0	36776
"Calaveras"	"Sheriff"	56	5273	68574
"Calaveras"	"Substance Abuse"	11	0	36295
"Calaveras"	"Technology Services"	14	0	35017.5
"Calaveras"	"Treasurer/Tax Collector"	6	0	39821.5
"Calaveras"	"Victim/Witness Program"	1	0	48532
"Colusa"	"AG Admin Services"	5	0	47343
"Colusa"	"AG Commissioner"	9	0	46390
"Colusa"	"Air Pollution"	3	761	50397
"Colusa"	"Animal Control"	5	0	7096
"Colusa"	"Assessor"	12	0	46976
"Colusa"	"Auditor/Controller"	13	87	43683
"Colusa"	"Behavioral Health Admin"	5	0	90482
"Colusa"	"Board of Supervisors"	5	0	41553
"Colusa"	"Boating"	2	4735.5	52494.5
"Colusa"	"Central Services"	2	0	27142.5
"Colusa"	"Child Support"	7	531	43696
"Colusa"	"Clerk/Recorder"	8	342	47910
"Colusa"	"Communications"	9	760	49684
"Colusa"	"Cooperative Extension"	3	0	46272
"Colusa"	"Coroner"	1	2431	68092
"Colusa"	"County Counsel"	4	0	61341.5
"Colusa"	"Court Bailiff"	3	77	54401
"Colusa"	"Custodians"	4	0	24018.5
"Colusa"	"District Attorney"	11	0	64743
"Colusa"	"Drug Enforcement"	3	6553	81985
"Colusa"	"Edhs Admin"	9	0	51108
"Colusa"	"Elections"	1	0	100
"Colusa"	"Environmental Health"	6	119.5	55503.5
"Colusa"	"Health"	15	0	41763
"Colusa"	"Insurance"	2	0	55411.5
"Colusa"	"IT"	3	0	64095
"Colusa"	"Jail"	19	1152	59887
"Colusa"	"Library"	18	0	9424
"Colusa"	"Maintenance"	4	0	26842
"Colusa"	"Mental Health"	50	0	44272
"Colusa"	"Migrant Housing"	4	0	33404
"Colusa"	"Owes"	1	4316	60156
"Colusa"	"Personnel"	7	0	13238
"Colusa"	"Planning & Building"	8	0	52068
"Colusa"	"Probation"	26	237	46560
"Colusa"	"Public Works"	34	0	48336.5
"Colusa"	"Revenue & Recovery"	1	0	55827
"Colusa"	"Senior Nutrition"	2	82	12444
"Colusa"	"Sheriff"	34	2400.5	73968.5
"Colusa"	"Sheriff-Indian Gaming"	2	945	38688.5
"Colusa"	"Solid Waste"	2	1236.5	15728
"Colusa"	"Substance Abuse"	2	1074	46259
"Colusa"	"Surveyor"	1	0	9897
"Colusa"	"Transit"	15	0	44304
"Colusa"	"Treasurer"	5	0	50508
"Colusa"	"Veteran's Services"	1	0	55549
"Colusa"	"Victim Witness"	1	0	59520
"Colusa"	"Welfare"	45	573	42579
"Contra Costa"	"Agriculture-Weights/Meas"	54	530	33526.5
"Contra Costa"	"Airport Operations"	16	5887	49917.5
"Contra Costa"	"Alcohol & Other Drugs Svc"	29	491	54654
"Contra Costa"	"Animal Services"	102	728.5	36629.5
"Contra Costa"	"Assessor"	123	381	51433
"Contra Costa"	"Auditor - Controller"	52	376	52898
"Contra Costa"	"Building Maintenance"	196	4227.5	41679
"Contra Costa"	"Cal Hlth Bnft Marketplace"	165	184	12639
"Contra Costa"	"CCC Dept Child Spprt Svcs"	177	274	46973
"Contra Costa"	"Ccc Fire Protection District"	330	29660.5	125895.5
"Contra Costa"	"Child Development"	106	69.5	27996
"Contra Costa"	"Clerk Of The Board"	7	0	36875
"Contra Costa"	"Comm Coll Child Dev"	4	3	26124
"Contra Costa"	"Community Services"	363	65	21091
"Contra Costa"	"Conservation And Development"	170	183	57789.5
"Contra Costa"	"Contra Costa Health Plan"	224	1445.5	42244.5
"Contra Costa"	"County Administrator"	22	0	79173
"Contra Costa"	"County Counsel"	50	10.5	100651.5
"Contra Costa"	"D A Revenue Narcotics"	1	396	48006
"Contra Costa"	"D A Welfare Fraud"	1	0	127139
"Contra Costa"	"Department Of Supervisors"	37	0	64621
"Contra Costa"	"District Attorney"	223	1147	70582
"Contra Costa"	"EHSD-Administrative Svcs"	191	1297	56063
"Contra Costa"	"Ehsd-Adult & Aging Svcs"	220	927	45760.5
"Contra Costa"	"EHSD-Child & Family Svcs"	311	1151	55854
"Contra Costa"	"EHSD-Workforce Services"	995	1363.5	42525
"Contra Costa"	"EHSD WFRC Investment Brd"	143	591	6477
"Contra Costa"	"Elections"	55	434.5	37538
"Contra Costa"	"Emergency Services"	28	3482.5	72611
"Contra Costa"	"General Services Admin"	1	0	9020
"Contra Costa"	"Health Svcs-Environ Hlth"	100	1383	81817.5
"Contra Costa"	"Health Svcs-Public Health"	409	237	45333
"Contra Costa"	"Health Svcs Consv/Guard"	24	191.5	48049
"Contra Costa"	"Hlth Svcs-Calif Child Svcs"	66	75.5	51271.5
"Contra Costa"	"Hlth Svcs-Detentn Inmates"	115	2297	64347
"Contra Costa"	"Hlth Svcs-Hospital Entrprs"	2944	1025	48823.5
"Contra Costa"	"Hlth Svcs Homeless Program"	10	322	35437.5
"Contra Costa"	"Hlth Svcs Mentl Hlth"	516	433	49317.5
"Contra Costa"	"Human Resources"	44	290	43956.5
"Contra Costa"	"Information Technology"	59	233.5	67604
"Contra Costa"	"ISF Fleet Services"	19	1399.5	49624
"Contra Costa"	"Law & Justice Systems Dev"	2	0	76530
"Contra Costa"	"Library-Admin & Supp Svcs"	126	180	27710.5
"Contra Costa"	"Library-Community Svcs"	325	261	8259
"Contra Costa"	"Long Term Disablty Ins Tr"	12	0	22102.5
"Contra Costa"	"Npp"	2	0	63989.5
"Contra Costa"	"Personnel Merit Board"	5	0	450
"Contra Costa"	"Print & Mail Svcs"	21	804	35439
"Contra Costa"	"Prisoners Welfare"	9	0	18367
"Contra Costa"	"Probation Facilities"	214	5776	53978
"Contra Costa"	"Probation Programs"	191	1159	68502
"Contra Costa"	"Public Administrator"	2	0	73823
"Contra Costa"	"Public Defender"	126	773	61660.5
"Contra Costa"	"Public Works"	265	860	54918
"Contra Costa"	"Purchasing"	6	0	67848
"Contra Costa"	"Recorder"	41	90.5	40702
"Contra Costa"	"Recorder Micro/Modernzatn"	10	18	42004
"Contra Costa"	"Retirement Payroll"	58	463	51873.5
"Contra Costa"	"Risk Management"	31	0	59879
"Contra Costa"	"Serv Area Em-1 Zone B"	8	0	80479
"Contra Costa"	"Sheriff"	473	9760.5	81460
"Contra Costa"	"Sheriff Coroner"	8	15665	100570
"Contra Costa"	"Sheriff Detention"	408	10722	75644
"Contra Costa"	"Sheriff Law Enforce Trng Centr"	38	835.5	4578.5
"Contra Costa"	"Sheriff Pol Area 5 Rnd Hill"	2	54534	142880.5
"Contra Costa"	"Sheriff Police Services"	216	8817	90015
"Contra Costa"	"Sheriff Serv Area P-2 Zone A"	2	36138	131229.5
"Contra Costa"	"Sheriff Serv Area P-2 Zone B"	1	6226	92547
"Contra Costa"	"Telecommunications"	22	11690	76252
"Contra Costa"	"Treasurer-Tax Collector"	31	198	50466
"Contra Costa"	"Trial Court Programs"	4	0	10458.5
"Contra Costa"	"Veterans Service Office"	9	48	40147
"Contra Costa"	"Zero Tolerance-Dom Violence"	1	0	74700
"Del Norte"	"Administration"	9	0	37302
"Del Norte"	"Agriculture"	5	0	39781
"Del Norte"	"Animal Control"	1	1509	23034
"Del Norte"	"Assessor"	8	0	45441.5
"Del Norte"	"Auditor"	7	0	49097
"Del Norte"	"Bar-O"	13	1702	36597
"Del Norte"	"Board of Supervisors"	5	0	37262
"Del Norte"	"Boating"	2	935.5	35985.5
"Del Norte"	"Building Inspection"	2	0	46124.5
"Del Norte"	"Building Maintenance"	13	0	25935
"Del Norte"	"Chat"	1	0	33907
"Del Norte"	"Child Support Services"	22	0	30048.5
"Del Norte"	"Clerk Recorder"	4	26.5	31911
"Del Norte"	"Community Development"	6	0	32506.5
"Del Norte"	"Coroner"	1	0	41216
"Del Norte"	"County Counsel"	3	0	64683
"Del Norte"	"District Attorney"	13	0	36173
"Del Norte"	"Drug and Alcohol"	9	0	22174
"Del Norte"	"Education Culture"	1	0	15742
"Del Norte"	"Elections"	1	0	11673
"Del Norte"	"Engineering"	3	0	43274
"Del Norte"	"Environmental Health"	2	0	55562.5
"Del Norte"	"Health"	13	0	32277
"Del Norte"	"Information Technology"	8	0	51905.5
"Del Norte"	"Jail"	29	1229	36335
